path,line,summary,category,severity,remediation_hint,test
server/app.py.monolithic.bak,1766,"_INDEX_STATUS.append(""Skipping dense embeddings (BM25 only)..."")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,1781,"_INDEX_STATUS.append(f""✗ Indexing failed: {result.stderr[:200]}"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,1877,"r = (repo or os.getenv('REPO', 'agro')).strip()",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,1913,path = os.getenv('MCP_HTTP_PATH') or '/mcp',knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,1951,py_path = os.getenv('MCP_HTTP_PATH') or '/mcp',knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2060,"""output"": result.stdout[:500]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2491,"repo = os.getenv('REPO', 'agro').strip()",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2494,progress_path = (_Path(os.getenv('OUT_DIR_BASE') or _Path(__file__).resolve().parents[1] / 'out') / 'cards' / repo / 'progress.json'),knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2524,"repo = os.getenv('REPO', 'agro').strip()",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2547,"repo = os.getenv('REPO', 'agro').strip()",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2803,env_p = os.getenv('GOLDEN_PATH'),knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2839,"""repo"": str(payload.get(""repo"") or os.getenv(""REPO"", ""agro"")),",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2899,"repo = str(payload.get(""repo"") or os.getenv(""REPO"", ""agro""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2901,"final_k = int(payload.get(""final_k"") or os.getenv(""EVAL_FINAL_K"", ""5""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2902,"use_multi = payload.get(""use_multi"", os.getenv(""EVAL_MULTI"", ""1"") == ""1"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2906,"docs = search_routed_multi(q, repo_override=repo, m=4, final_k=final_k)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2972,"# Check Qdrant connectivity (warning only, BM25 still works)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,2997,"golden_path = os.getenv(""GOLDEN_PATH"", ""data/golden.json"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3002,"use_multi = payload.get(""use_multi"", os.getenv(""EVAL_MULTI"", ""1"") == ""1"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3003,"final_k = int(payload.get(""final_k"") or os.getenv(""EVAL_FINAL_K"", ""5""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3025,"old_k = os.environ.get(""EVAL_FINAL_K"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3042,"os.environ[""GOLDEN_PATH""] = gp",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3044,"os.environ[""EVAL_MULTI""] = ""1"" if use_multi else ""0""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3045,"os.environ[""EVAL_FINAL_K""] = str(final_k)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3057,"os.environ[""EVAL_MULTI""] = old_multi",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3059,"del os.environ[""EVAL_MULTI""]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3061,"os.environ[""EVAL_FINAL_K""] = old_k",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3062,"elif ""EVAL_FINAL_K"" in os.environ:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3063,"del os.environ[""EVAL_FINAL_K""]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3065,"os.environ[""GOLDEN_PATH""] = old_gp",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3067,"del os.environ[""GOLDEN_PATH""]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3100,"_RERANKER_STATUS: Dict[str, Any] = {",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3116,"backend_env = (os.getenv(""RERANK_BACKEND"", ""local"") or ""local"").lower()",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3118,"if os.getenv(""AGRO_RERANKER_ENABLED"", ""1"") != ""1"":",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3124,"or os.getenv(""AGRO_RERANKER_MODEL_PATH"", ""models/cross-encoder-agro"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3167,global _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3171,"if _RERANKER_STATUS[""running""]:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3175,global _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3176,"_RERANKER_STATUS = {""running"": True, ""task"": ""mining"", ""progress"": 0, ""message"": ""Mining triplets..."", ""result"": None, ""live_output"": []}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3191,"_RERANKER_STATUS[""live_output""].append(line)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3194,"if len(_RERANKER_STATUS[""live_output""]) > 1000:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3195,"_RERANKER_STATUS[""live_output""] = _RERANKER_STATUS[""live_output""][-1000:]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3202,"_RERANKER_STATUS[""message""] = msg",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3203,"_RERANKER_STATUS[""result""] = {""ok"": True, ""output"": output}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3205,"_RERANKER_STATUS[""message""] = f""Mining failed (exit code {proc.returncode})""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3206,"_RERANKER_STATUS[""result""] = {""ok"": False, ""error"": output}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3208,"_RERANKER_STATUS[""message""] = f""Error: {str(e)}""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3209,"_RERANKER_STATUS[""result""] = {""ok"": False, ""error"": str(e)}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3210,"_RERANKER_STATUS[""live_output""].append(f""ERROR: {str(e)}"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3212,"_RERANKER_STATUS[""running""] = False",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3213,"_RERANKER_STATUS[""progress""] = 100",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3222,global _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3226,"if _RERANKER_STATUS[""running""]:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3233,global _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3251,"_RERANKER_STATUS[""live_output""].append(line)  # Add to live output buffer",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3254,"if len(_RERANKER_STATUS[""live_output""]) > 1000:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3255,"_RERANKER_STATUS[""live_output""] = _RERANKER_STATUS[""live_output""][-1000:]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3259,"_RERANKER_STATUS[""message""] = line.strip()",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3265,"_RERANKER_STATUS[""progress""] = int((current / total) * 100)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3271,"_RERANKER_STATUS[""message""] = ""Training complete!""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3272,"_RERANKER_STATUS[""result""] = {""ok"": True, ""output"": output}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3274,"_RERANKER_STATUS[""message""] = f""Training failed (exit code {proc.returncode})""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3275,"_RERANKER_STATUS[""result""] = {""ok"": False, ""error"": output}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3277,"_RERANKER_STATUS[""message""] = f""Error: {str(e)}""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3278,"_RERANKER_STATUS[""result""] = {""ok"": False, ""error"": str(e)}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3279,"_RERANKER_STATUS[""live_output""].append(f""ERROR: {str(e)}"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3281,"_RERANKER_STATUS[""running""] = False",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3282,"_RERANKER_STATUS[""progress""] = 100",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3291,global _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3295,"if _RERANKER_STATUS[""running""]:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3299,global _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3315,"_RERANKER_STATUS[""live_output""].append(line)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3318,"if len(_RERANKER_STATUS[""live_output""]) > 1000:",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3319,"_RERANKER_STATUS[""live_output""] = _RERANKER_STATUS[""live_output""][-1000:]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3325,"_RERANKER_STATUS[""message""] = ""Evaluation complete!""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3326,"_RERANKER_STATUS[""result""] = {""ok"": True, ""output"": output}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3348,"model_path = os.getenv(""AGRO_RERANKER_MODEL_PATH"", ""models/cross-encoder-agro"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3383,"logger.warning(""RERANKER_CANARY_LOG_FAILED error=%s"", exc)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3387,"_RERANKER_STATUS[""message""] = f""Evaluation failed (exit code {proc.returncode})""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3388,"_RERANKER_STATUS[""result""] = {""ok"": False, ""error"": output}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3390,"_RERANKER_STATUS[""message""] = f""Error: {str(e)}""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3391,"_RERANKER_STATUS[""result""] = {""ok"": False, ""error"": str(e)}",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3392,"_RERANKER_STATUS[""live_output""].append(f""ERROR: {str(e)}"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3394,"_RERANKER_STATUS[""running""] = False",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3395,"_RERANKER_STATUS[""progress""] = 100",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3417,return _RERANKER_STATUS,knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3422,"log_path = Path(os.getenv(""AGRO_LOG_PATH"", ""data/logs/queries.jsonl""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3446,"log_path = Path(os.getenv(""AGRO_LOG_PATH"", ""data/logs/queries.jsonl""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3460,"log_path = Path(os.getenv(""AGRO_LOG_PATH"", ""data/logs/queries.jsonl""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3468,"log_path = Path(os.getenv(""AGRO_LOG_PATH"", ""data/logs/queries.jsonl""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3480,"time_str = payload.get(""time"", ""02:15"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3524,"if not _RERANKER_STATUS.get(""result""):",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3529,"_write_json(baseline_path, _RERANKER_STATUS[""result""])",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3533,"model_path = Path(os.getenv(""AGRO_RERANKER_MODEL_PATH"", ""models/cross-encoder-agro""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3549,"if not _RERANKER_STATUS.get(""result""):",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3553,"current = _RERANKER_STATUS[""result""]",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3586,"model_path = Path(os.getenv(""AGRO_RERANKER_MODEL_PATH"", ""models/cross-encoder-agro""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3617,"docs = search_routed_multi(query, m=2, final_k=5)",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3620,"reranked = os.getenv(""AGRO_RERANKER_ENABLED"", ""0"") == ""1""",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3628,"""text"": (d.get(""code"", """") or """")[:300],",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3657,"log_path = Path(os.getenv(""AGRO_LOG_PATH"", ""data/logs/queries.jsonl""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3676,"ts = datetime.datetime.fromisoformat(ts_str.replace('Z', '+00:00'))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3692,"log_path = Path(os.getenv(""AGRO_LOG_PATH"", ""data/logs/queries.jsonl""))",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3736,"env_bp = os.getenv(""BASELINE_PATH"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3751,"env_bp = os.getenv(""BASELINE_PATH"")",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
server/app.py.monolithic.bak,3914,"""short_id"": container_id[:12],",knob,high,"Move to RetrievalConfig (FINAL_K, MQ_REWRITES, VECTOR_BACKEND).",Change FINAL_K or MQ_REWRITES; call /api/search?q=... and compare counts.
